"","country","year","infant_mortality","life_expectancy","fertility","population","gdp","continent","region","dollars_per_day","group"
"7325","Mauritius",1999,17.8,71.2,2.02,1175577,4203159419,"Africa","Eastern Africa",9.79561973187145,"developing"
"7326","Mexico",1999,22.9,74.1,2.71,101266570,545418010284,"Americas","Central America",14.7560633147375,"developing"
"7327","Micronesia, Fed. Sts.",1999,42.9,66.3,4.39,107808,223593594.1,"Oceania","Micronesia",5.68218675158679,"developing"
"7328","Moldova",1999,28.1,68.4,1.61,4224270,1261919905,"Europe","Eastern Europe",0.81844077396075,"developing"
"7329","Mongolia",1999,51,62.3,2.22,2376165,1124014260,"Asia","Eastern Asia",1.29599212314283,"developing"
"7330","Montenegro",1999,13,73,1.82,614623,954684380.6,"Europe","Southern Europe",4.25557397864944,"west"
"7331","Morocco",1999,43.9,71.1,2.8,28630973,36440273805,"Africa","Northern Africa",3.48700571891291,"developing"
"7332","Mozambique",1999,120.7,52.6,5.81,17774066,4202894942,"Africa","Eastern Africa",0.647841673537934,"developing"
"7333","Namibia",1999,49.2,55.4,4.13,1857320,3776751293,"Africa","Southern Africa",5.57107219888784,"developing"
"7334","Nepal",1999,62.8,64.6,4.21,23315053,5173495488,"Asia","Southern Asia",0.60793171866673,"developing"
"7335","Netherlands",1999,5.2,78,1.65,15806771,370474105840,"Europe","Western Europe",64.2128332375142,"west"
"7336","New Caledonia",1999,NA,73.21,2.46,205983,2627173560,"Oceania","Melanesia",34.9433486298477,"developing"
"7337","New Zealand",1999,6.2,78.2,2,3817489,50282008368,"Oceania","Australia and New Zealand",36.0862669245717,"west"
"7338","Nicaragua",1999,34.2,75.6,3.38,4949661,3781225303,"Americas","Central America",2.09297593877282,"developing"
"7339","Niger",1999,104.3,51.8,7.74,10821434,1824075639,"Africa","Western Africa",0.461811946929546,"developing"
"7340","Nigeria",1999,114.8,55.2,6.13,119826231,43627561284,"Africa","Western Africa",0.997507508699358,"developing"
"7341","Norway",1999,4,78.5,1.85,4466468,162985714850,"Europe","Northern Europe",99.9752388393901,"west"
"7342","Oman",1999,15.3,75.1,3.99,2225481,18849736049,"Asia","Western Asia",23.2053710919184,"developing"
"7343","Pakistan",1999,89.5,62.1,4.67,135158132,70930666164,"Asia","Southern Asia",1.43780170201033,"developing"
"7344","Panama",1999,22.3,76.2,2.84,2970193,11313301599,"Americas","Central America",10.4354655898035,"developing"
"7345","Papua New Guinea",1999,58.8,57.4,4.56,5236863,3611448068,"Oceania","Melanesia",1.88937122634164,"developing"
"7346","Paraguay",1999,28.5,74.3,3.76,5196935,7316030416,"Americas","South America",3.85687312770801,"developing"
"7347","Peru",1999,31.8,73.9,2.99,25561297,51763072746,"Americas","South America",5.54810022591084,"developing"
"7348","Philippines",1999,30.5,69.2,3.85,76285225,77603058843,"Asia","South-Eastern Asia",2.78705503087666,"developing"
"7349","Poland",1999,8.6,73.1,1.39,38515359,164278190494,"Europe","Eastern Europe",11.6856559542944,"developing"
"7350","Portugal",1999,5.9,76.4,1.47,10237593,112879698513,"Europe","Southern Europe",30.208218668277,"west"
"7351","Puerto Rico",1999,NA,75.2,1.93,3786884,59746907063,"Americas","Caribbean",43.2255533406849,"developing"
"7352","Qatar",1999,11.1,74.6,3.33,570643,NA,"Asia","Western Asia",NA,"developing"
"7353","Romania",1999,24.2,70.6,1.28,22288573,36290534542,"Europe","Eastern Europe",4.46085633355158,"developing"
"7354","Russia",1999,20.5,65.9,1.16,146924174,236098632970,"Europe","Eastern Europe",4.40258095159223,"developing"
"7355","Rwanda",1999,115.2,47.2,6,7585143,1604922565,"Africa","Eastern Africa",0.579692185537922,"developing"
"7356","St. Lucia",1999,15.5,71.8,2.42,155073,721094047,"Americas","Caribbean",12.7398072441181,"developing"
"7357","St. Vincent and the Grenadines",1999,19.2,69.6,2.44,107879,390428641.7,"Americas","Caribbean",9.91543777293866,"developing"
"7358","Samoa",1999,19.1,70.7,4.54,173758,229494645.9,"Oceania","Polynesia",3.61855255309423,"developing"
"7359","Saudi Arabia",1999,20.2,76.6,4.19,20825955,179700216156,"Asia","Western Asia",23.6401816546471,"developing"
"7360","Senegal",1999,70,59.2,5.65,9617641,4546389886,"Africa","Western Africa",1.29510580623355,"developing"
"7361","Serbia",1999,11.4,71,1.68,9559819,5774471285,"Europe","Southern Europe",1.6548921348796,"west"
"7362","Seychelles",1999,12.2,70.7,2.16,80066,589794649,"Africa","Eastern Africa",20.1817969011182,"developing"
"7363","Sierra Leone",1999,145.8,49.2,5.99,3948800,612555159.7,"Africa","Western Africa",0.424998306889834,"developing"
"7364","Singapore",1999,3.4,78,1.47,3822619,87967794883,"Asia","South-Eastern Asia",63.0477840490247,"developing"
"7365","Slovak Republic",1999,10.6,73,1.32,5384857,28336290314,"Europe","Eastern Europe",14.4170350471982,"developing"
"7366","Slovenia",1999,4.8,75.7,1.22,1988527,19162102396,"Europe","Southern Europe",26.4009041234907,"west"
"7367","Solomon Islands",1999,27.6,61.7,4.79,401319,507510142.6,"Oceania","Melanesia",3.4646721108378,"developing"
"7368","South Africa",1999,53.2,57.9,2.9,44233730,127577334784,"Africa","Southern Africa",7.90181937208774,"developing"
"7369","Spain",1999,5.6,78.8,1.21,40392585,552447896215,"Europe","Southern Europe",37.4711318931704,"west"
"7370","Sri Lanka",1999,14.6,72.4,2.24,18670843,15406424815,"Asia","Southern Asia",2.26071115561277,"developing"
"7371","Sudan",1999,69.4,62,5.52,27406808,11410069395,"Africa","Northern Africa",1.14060944623286,"developing"
"7372","Suriname",1999,31.2,69.9,2.76,475637,892722736.3,"Americas","South America",5.14218977054016,"developing"
"7373","Swaziland",1999,81.8,51.4,4.31,1048151,1498083561,"Africa","Southern Africa",3.91578935028223,"developing"
"7374","Sweden",1999,3.4,79.5,1.51,8863595,236720886164,"Europe","Northern Europe",73.170127138261,"west"
"7375","Switzerland",1999,4.7,79.8,1.45,7136813,241275975776,"Europe","Western Europe",92.6225852658852,"west"
"7376","Syria",1999,20.7,74.1,4.07,15972430,18809964413,"Asia","Western Asia",3.22644388341112,"developing"
"7377","Tajikistan",1999,78.8,65.5,4.08,6094126,794598620.3,"Asia","Central Asia",0.357226371980143,"developing"
"7378","Tanzania",1999,84.5,53.8,5.71,33135281,9706864370,"Africa","Eastern Africa",0.802593132042674,"developing"
"7379","Thailand",1999,19.9,70.5,1.71,61973957,117160062361,"Asia","South-Eastern Asia",5.17937675372121,"developing"
"7380","Timor-Leste",1999,90.3,62.3,7.08,841063,278200000,"Asia","South-Eastern Asia",0.906224362291431,"developing"
"7381","Togo",1999,77.9,56.8,5.36,4747665,1304463750,"Africa","Western Africa",0.752764419492789,"developing"
"7382","Tonga",1999,15.3,69.6,4.27,97398,182474154.8,"Oceania","Polynesia",5.13284863377972,"developing"
"7383","Trinidad and Tobago",1999,25.4,69.3,1.77,1264781,7683040988,"Americas","Caribbean",16.6427447632306,"developing"
"7384","Tunisia",1999,28.1,74.7,2.18,9603733,20588036338,"Africa","Northern Africa",5.87329729056599,"developing"
"7385","Turkey",1999,34.2,71.5,2.51,62295617,249654780792,"Asia","Western Asia",10.9796761592393,"developing"
"7386","Turkmenistan",1999,67.8,63.5,2.91,4449427,2449271104,"Asia","Central Asia",1.50813392191418,"developing"
"7387","Uganda",1999,93.4,48.9,6.9,23026357,6004588040,"Africa","Eastern Africa",0.714438942164681,"developing"
"7388","Ukraine",1999,16.5,67.7,1.16,49196895,29519855867,"Europe","Eastern Europe",1.64393133842767,"developing"
"7389","United Arab Emirates",1999,9.8,73,2.77,2884188,94122535024,"Asia","Western Asia",89.4081658234009,"developing"
"7390","United Kingdom",1999,5.7,77.5,1.69,58657794,1414162353493,"Europe","Northern Europe",66.051195290947,"west"
"7391","United States",1999,7.2,76.9,2.01,279730801,9502248293168,"Americas","Northern America",93.0664655966275,"west"
"7392","Uruguay",1999,15.3,74.3,2.27,3309318,23272396923,"Americas","South America",19.2668071094597,"developing"
"7393","Uzbekistan",1999,54,67.4,2.86,24194543,13256622820,"Asia","Central Asia",1.50114488938032,"developing"
"7394","Vanuatu",1999,24.1,62,4.46,181346,256806497.9,"Oceania","Melanesia",3.87976269838524,"developing"
"7395","Venezuela",1999,20.2,70.2,2.87,24023355,112982030194,"Americas","South America",12.8849533610391,"developing"
"7396","West Bank and Gaza",1999,25.6,74.7,5.57,3119607,4355166734,"Asia","Western Asia",3.82482910661328,"developing"
"7397","Vietnam",1999,27,71.7,2.06,79399708,29191217010,"Asia","South-Eastern Asia",1.00725731905335,"developing"
"7398","Yemen",1999,71.9,62,6.57,17304422,9075314021,"Asia","Western Asia",1.43685088297875,"developing"
"7399","Zambia",1999,100.9,45,6.1,10309310,3125850012,"Africa","Eastern Africa",0.830702795397213,"developing"
"7400","Zimbabwe",1999,63.5,49.3,4.11,12374019,6901074576,"Africa","Eastern Africa",1.52796384366928,"developing"
"7401","Albania",2000,23.2,74.7,2.38,3121965,3686649387,"Europe","Southern Europe",3.23527306662697,"west"
"7402","Algeria",2000,33.9,73.3,2.51,31183658,54790058957,"Africa","Northern Africa",4.81373130012917,"developing"
"7403","Angola",2000,128.3,52.3,6.84,15058638,9129180361,"Africa","Middle Africa",1.66093726695838,"developing"
"7404","Antigua and Barbuda",2000,13.8,73.8,2.32,77648,802526700.6,"Americas","Caribbean",28.3162900437238,"developing"
"7405","Argentina",2000,18,74.2,2.48,37057453,284203745280,"Americas","South America",21.0117084416837,"developing"
"7406","Armenia",2000,26.6,71.3,1.3,3076098,1911563665,"Asia","Western Asia",1.70253377038943,"developing"
"7407","Aruba",2000,NA,73.78,1.87,90858,1858659293,"Americas","Caribbean",56.0458874407965,"developing"
"7408","Australia",2000,5.1,79.8,1.76,19107251,416887521196,"Oceania","Australia and New Zealand",59.7761337995617,"west"
"7409","Austria",2000,4.6,78.2,1.37,8050884,192070749954,"Europe","Western Europe",65.3619196041931,"west"
"7410","Azerbaijan",2000,60.6,66.5,2.05,8117742,5272617196,"Asia","Western Asia",1.77950057594631,"developing"
"7411","Bahamas",2000,13,70.2,2.07,297891,6327552000,"Americas","Caribbean",58.1949736786596,"developing"
"7412","Bahrain",2000,10.9,73.7,2.77,666855,7970690894,"Asia","Western Asia",32.7470129167962,"developing"
"7413","Bangladesh",2000,64.4,64.9,3.12,131280739,47124925462,"Asia","Southern Asia",0.983460222808445,"developing"
"7414","Barbados",2000,14.8,74,1.77,269838,2558850048,"Americas","Caribbean",25.9805812254476,"developing"
"7415","Belarus",2000,11.4,68.1,1.23,9952055,12736856485,"Europe","Eastern Europe",3.50636096958649,"developing"
"7416","Belgium",2000,4.8,77.8,1.63,10268380,232672747374,"Europe","Western Europe",62.0798589306761,"west"
"7417","Belize",2000,21.1,69,3.59,247312,832072464.7,"Americas","Central America",9.21771118352194,"developing"
"7418","Benin",2000,89.3,57.2,5.98,6949366,2254838685,"Africa","Western Africa",0.8889501909781,"developing"
"7419","Bhutan",2000,59,65.9,3.61,564187,427808817.3,"Asia","Southern Asia",2.07746536433284,"developing"
"7420","Bolivia",2000,58.8,67.6,4.14,8339512,8397858206,"Americas","South America",2.75889412970086,"developing"
"7421","Bosnia and Herzegovina",2000,7.9,75.7,1.38,3792878,5505984456,"Europe","Southern Europe",3.97716164889774,"west"
"7422","Botswana",2000,52.4,47.6,3.41,1736579,5632391130,"Africa","Southern Africa",8.88598133188439,"developing"
"7423","Brazil",2000,28.1,70.7,2.36,175786441,644701831101,"Americas","South America",10.0480240485561,"developing"
"7424","Brunei",2000,7.6,75.9,2.4,330554,6001153318,"Asia","South-Eastern Asia",49.7392738848298,"developing"
"7425","Bulgaria",2000,17.9,71.6,1.18,8000510,12903546576,"Europe","Eastern Europe",4.41874110525454,"developing"
"7426","Burkina Faso",2000,96.2,52.6,6.59,11607944,2610945549,"Africa","Western Africa",0.616239661107284,"developing"
"7427","Burundi",2000,93.4,46.7,7.06,6767073,835334806.6,"Africa","Eastern Africa",0.338194742576721,"developing"
"7428","Cambodia",2000,80.4,60,3.75,12197905,3654031716,"Asia","South-Eastern Asia",0.820718459215765,"developing"
"7429","Cameroon",2000,91.9,54.3,5.62,15927713,10075040331,"Africa","Middle Africa",1.73300775961482,"developing"
"7430","Canada",2000,5.2,79.2,1.51,30701903,724918860683,"Americas","Northern America",64.6891194452795,"west"
"7431","Cape Verde",2000,29.1,68.4,3.7,438737,539227052.7,"Africa","Western Africa",3.36724368120059,"developing"
"7432","Central African Republic",2000,113.6,45.3,5.45,3726048,959413050.6,"Africa","Middle Africa",0.705446871793768,"developing"
"7433","Chad",2000,105.7,51.5,7.35,8343321,1385050964,"Africa","Middle Africa",0.454814117225319,"developing"
"7434","Chile",2000,9.2,77.3,2.09,15170387,75210511780,"Americas","South America",13.5827910426764,"developing"
"7435","China",2000,30.2,69.8,1.45,1269974572,1198474934199,"Asia","Eastern Asia",2.58547930234324,"developing"
"7436","Colombia",2000,21.2,73.3,2.64,40403959,100363791871,"Americas","South America",6.80550370812079,"developing"
"7437","Comoros",2000,72.7,62.1,5.32,547696,201900820.3,"Africa","Eastern Africa",1.00996343286927,"developing"
"7438","Congo, Dem. Rep.",2000,107.4,54.3,7.09,48048664,4305797176,"Africa","Middle Africa",0.245515766927064,"developing"
"7439","Congo, Rep.",2000,76.6,52.5,5.13,3109269,3219893817,"Africa","Middle Africa",2.83720285890041,"developing"
"7440","Costa Rica",2000,11.2,77.7,2.41,3925450,15946443261,"Americas","Central America",11.1296502685234,"developing"
"7441","Cote d'Ivoire",2000,99.5,52,5.38,16517948,10417006096,"Africa","Western Africa",1.72780194784286,"developing"
"7442","Croatia",2000,7.1,74.2,1.44,4428069,21517784659,"Europe","Southern Europe",13.3134408434448,"west"
"7443","Cuba",2000,6.5,76.2,1.63,11116787,30565200000,"Americas","Caribbean",7.53277668921809,"developing"
"7444","Cyprus",2000,5.5,77.7,1.71,943287,9314937556,"Asia","Western Asia",27.0547318745551,"developing"
"7445","Czech Republic",2000,5.6,75,1.13,10263010,58807244368,"Europe","Eastern Europe",15.6986827445867,"developing"
"7446","Denmark",2000,4.6,77.1,1.77,5338283,160082517846,"Europe","Northern Europe",82.1579224394759,"west"
"7447","Djibouti",2000,79.7,60,4.47,722562,551230861.9,"Africa","Eastern Africa",2.09009266949003,"developing"
"7448","Dominican Republic",2000,33.3,73.3,2.89,8562623,23996656676,"Americas","Caribbean",7.67805202515087,"developing"
"7449","Ecuador",2000,28.4,73.2,3.07,12628596,15941641913,"Americas","South America",3.45847877851925,"developing"
"7450","Egypt",2000,37,69.7,3.31,68334905,99838540997,"Africa","Northern Africa",4.00278963301185,"developing"
"7451","El Salvador",2000,26.8,71.9,2.93,5811836,13134147768,"Americas","Central America",6.19149722870212,"developing"
"7452","Equatorial Guinea",2000,104.8,52.9,5.77,530896,1254223037,"Africa","Middle Africa",6.47250591194911,"developing"
"7453","Eritrea",2000,58.3,37.6,5.94,3535156,633600000,"Africa","Eastern Africa",0.491036438267195,"developing"
"7454","Estonia",2000,8.8,70.4,1.32,1399145,5675174662,"Europe","Northern Europe",11.1128036990497,"west"
"7455","Ethiopia",2000,89.5,52.1,6.53,66443603,8179533779,"Africa","Eastern Africa",0.337273726506092,"developing"
"7456","Fiji",2000,20.8,64.2,3.09,811223,1684109743,"Oceania","Melanesia",5.68770769059853,"developing"
"7457","Finland",2000,3.5,77.8,1.73,5176482,121793808734,"Europe","Northern Europe",64.4610891652639,"west"
"7458","France",2000,4.4,79.1,1.82,59387183,1326334899576,"Europe","Western Europe",61.1881901422012,"west"
"7459","French Polynesia",2000,NA,72.31,2.46,237267,3447543138,"Oceania","Polynesia",39.8088384214974,"developing"
"7460","Gabon",2000,55.6,59.3,4.6,1231548,5067838984,"Africa","Middle Africa",11.274014790429,"developing"
"7461","Gambia",2000,63.3,63.6,5.92,1228863,786665264.2,"Africa","Western Africa",1.75385482285502,"developing"
"7462","Georgia",2000,31.2,71.4,1.61,4743591,3057453461,"Asia","Western Asia",1.76587417099356,"developing"
"7463","Germany",2000,4.4,78.1,1.35,81895925,1886401326700,"Europe","Western Europe",63.1072035986737,"west"
"7464","Ghana",2000,64.9,60,4.67,18824994,4977488790,"Africa","Western Africa",0.724406902283268,"developing"
"7465","Greece",2000,6.9,78.6,1.27,10954032,124418164455,"Europe","Southern Europe",31.1183757212281,"west"
"7466","Greenland",2000,NA,67.8,2.33,56174,1068024994,"Americas","Northern America",52.0898613944637,"west"
"7467","Grenada",2000,13.6,70.5,2.58,101620,519752999.7,"Americas","Caribbean",14.0128008373931,"developing"
"7468","Guatemala",2000,39.9,68.8,4.8,11688660,19290566570,"Americas","Central America",4.52155057252658,"developing"
"7469","Guinea",2000,103.1,54.2,5.94,8799165,3112362568,"Africa","Western Africa",0.96907158057004,"developing"
"7470","Guinea-Bissau",2000,106.9,52.8,5.85,1315455,215455490.3,"Africa","Western Africa",0.448733719147024,"developing"
"7471","Guyana",2000,37.2,64.2,2.59,742218,712667925.1,"Americas","South America",2.63064876261108,"developing"
"7472","Haiti",2000,75,58.7,4.3,8549202,3664503846,"Americas","Caribbean",1.17434780045945,"developing"
"7473","Honduras",2000,30.5,70.5,4,6243080,7105541205,"Americas","Central America",3.1182102709051,"developing"
"7474","Hong Kong, China",2000,NA,80.36,0.88,6783502,169121013113,"Asia","Eastern Asia",68.3047254066527,"developing"
"7475","Hungary",2000,9.7,71.8,1.31,10224113,46385589534,"Europe","Eastern Europe",12.4298124387383,"developing"
"7476","Iceland",2000,3.1,80.5,2.01,281214,8697298234,"Europe","Northern Europe",84.7333857479572,"west"
"7477","India",2000,66.4,61.5,3.15,1053481072,474691627708,"Asia","Southern Asia",1.23450249082328,"developing"
"7478","Indonesia",2000,41.1,67.5,2.48,211540428,165021012262,"Asia","South-Eastern Asia",2.13723857248527,"developing"
"7479","Iran",2000,28.6,71.4,2.19,65850062,101286514977,"Asia","Southern Asia",4.21407805670478,"developing"
"7480","Iraq",2000,35.8,65.8,4.97,23574751,25857106736,"Asia","Western Asia",3.00496867677662,"developing"
"7481","Ireland",2000,5.9,77.8,1.95,3841574,97524453299,"Europe","Northern Europe",69.5522936720623,"west"
"7482","Israel",2000,5.6,78.6,2.92,6013711,124895151203,"Asia","Western Asia",56.8997240550095,"developing"
"7483","Italy",2000,4.7,79.6,1.22,57147081,1104009462562,"Europe","Southern Europe",52.9280482247899,"west"
"7484","Jamaica",2000,18.7,74.4,2.6,2600095,9008629729,"Americas","Caribbean",9.49241367708719,"developing"
"7485","Japan",2000,3.3,81,1.32,125714674,4731198760271,"Asia","Eastern Asia",103.107998230215,"developing"
"7486","Jordan",2000,23.2,73.4,4.05,4767476,8463892909,"Asia","Western Asia",4.86394639341455,"developing"
"7487","Kazakhstan",2000,37.5,64.9,1.92,14956769,18291990619,"Asia","Central Asia",3.35065967735283,"developing"
"7488","Kenya",2000,66.5,55.6,5.01,31065820,12691278914,"Africa","Eastern Africa",1.11925669953807,"developing"
"7489","Kiribati",2000,53.2,59.8,3.88,84406,68239320.7,"Oceania","Micronesia",2.21497337883206,"developing"
"7490","South Korea",2000,5.2,76.3,1.35,46206271,533384027729,"Asia","Eastern Asia",31.6261423339512,"developing"
"7491","Kuwait",2000,10.9,77.7,2.87,1929470,37718011469,"Asia","Western Asia",53.5572036483012,"developing"
"7492","Kyrgyz Republic",2000,41.6,65.9,2.67,4954850,1369691955,"Asia","Central Asia",0.757355055880629,"developing"
"7493","Lao",2000,83.2,56.1,4.19,5342879,1731198022,"Asia","South-Eastern Asia",0.887725190754283,"developing"
"7494","Latvia",2000,14.5,70.5,1.18,2371481,7833068425,"Europe","Northern Europe",9.0493921049151,"west"
"7495","Lebanon",2000,17.1,75.9,2.23,3235380,17260364842,"Asia","Western Asia",14.6161102559823,"developing"
"7496","Lesotho",2000,84.1,50.7,4.09,1856225,745832990.1,"Africa","Southern Africa",1.10082455255613,"developing"
"7497","Liberia",2000,123,55.8,5.88,2891968,529064646.7,"Africa","Western Africa",0.501213077993853,"developing"
"7498","Libya",2000,24.2,74.8,3.05,5337264,33896600871,"Africa","Northern Africa",17.3998137709837,"developing"
"7499","Lithuania",2000,9.6,72.1,1.34,3486373,11434200000,"Europe","Northern Europe",8.98543424426066,"west"
"7500","Luxembourg",2000,3.9,78.5,1.7,436107,20269578036,"Europe","Western Europe",127.338223210334,"west"
"7501","Macao, China",2000,NA,77.63,0.94,431907,6101794939,"Asia","Eastern Asia",38.7056621175836,"developing"
"7502","Macedonia, FYR",2000,14.2,72.9,1.68,2012051,3586883989,"Europe","Southern Europe",4.88411050312234,"west"
"7503","Madagascar",2000,69.7,59.1,5.55,15744811,3877575177,"Africa","Eastern Africa",0.674729829123794,"developing"
"7504","Malawi",2000,103.5,45.4,6.25,11193230,1743506520,"Africa","Eastern Africa",0.426751723298889,"developing"
"7505","Malaysia",2000,8.7,73.3,2.83,23420751,93789736842,"Asia","South-Eastern Asia",10.971389565124,"developing"
"7506","Maldives",2000,35.6,73,3.27,280384,624337143.6,"Asia","Southern Asia",6.10060746045345,"developing"
"7507","Mali",2000,116,53.5,6.84,11046926,2422469641,"Africa","Western Africa",0.600791851599929,"developing"
"7508","Malta",2000,6.8,79.2,1.59,387180,3957418083,"Europe","Southern Europe",28.0031027514016,"west"
"7509","Mauritania",2000,76.2,63.8,5.38,2711421,1293653473,"Africa","Western Africa",1.30715816186825,"developing"
"7510","Mauritius",2000,16.4,71.4,1.99,1185143,4582562398,"Africa","Eastern Africa",10.5936291856532,"developing"
"7511","Mexico",2000,21.6,74.6,2.66,102808590,581426421971,"Americas","Central America",15.4943191156538,"developing"
"7512","Micronesia, Fed. Sts.",2000,42.2,66.6,4.3,107430,233611434.4,"Oceania","Micronesia",5.95765919317963,"developing"
"7513","Moldova",2000,26,68.6,1.57,4201088,1288420223,"Europe","Eastern Europe",0.840239104531512,"developing"
"7514","Mongolia",2000,48.2,62.5,2.14,2397438,1136896162,"Asia","Eastern Asia",1.29921357944583,"developing"
"7515","Montenegro",2000,12.5,73.3,1.82,613557,984279596.4,"Europe","Southern Europe",4.39511965227868,"west"
"7516","Morocco",2000,42.2,71.5,2.7,28950553,37020609825,"Africa","Northern Africa",3.5034331913339,"developing"
"7517","Mozambique",2000,115,52.3,5.78,18264536,4248747769,"Africa","Eastern Africa",0.637322779323567,"developing"
"7518","Namibia",2000,49.4,54,4.03,1897953,3908501441,"Africa","Southern Africa",5.64198540534323,"developing"
"7519","Nepal",2000,59.6,65.2,4.07,23740145,5494252208,"Asia","Southern Asia",0.634062924861768,"developing"
"7520","Netherlands",2000,5.1,78.1,1.72,15894016,385074626866,"Europe","Western Europe",66.3771181377361,"west"
"7521","New Caledonia",2000,NA,73.46,2.39,209997,2682347064,"Oceania","Melanesia",34.9952431022987,"developing"
"7522","New Zealand",2000,6.1,78.4,1.98,3858234,51599748518,"Oceania","Australia and New Zealand",36.6409020349512,"west"
"7523","Nicaragua",2000,32.6,76,3.25,5026792,3936327817,"Americas","Central America",2.14539606424987,"developing"
"7524","Niger",2000,101.1,52.4,7.73,11224523,1798365123,"Africa","Western Africa",0.438952081460083,"developing"
"7525","Nigeria",2000,112,55.2,6.1,122876723,45983449593,"Africa","Western Africa",1.02527191972276,"developing"
"7526","Norway",2000,4,78.6,1.85,4491572,168288531891,"Europe","Northern Europe",102.651025283408,"west"
"7527","Oman",2000,14.3,75.2,3.72,2239403,19867880550,"Asia","Western Asia",24.3067234669485,"developing"
"7528","Pakistan",2000,87.7,62.3,4.47,138250487,73952374970,"Asia","Southern Asia",1.4655228411105,"developing"
"7529","Panama",2000,21.9,76.5,2.82,3028751,11620500000,"Americas","Central America",10.5115892000927,"developing"
"7530","Papua New Guinea",2000,58.3,57.5,4.51,5374051,3521348155,"Oceania","Melanesia",1.79520611021012,"developing"
"7531","Paraguay",2000,27.7,74.2,3.68,5302703,7071265939,"Americas","South America",3.65348225984484,"developing"
"7532","Peru",2000,29.6,74.6,2.93,25914875,53290390318,"Americas","South America",5.63387125596336,"developing"
"7533","Philippines",2000,29.9,69.1,3.81,77932247,81026294681,"Asia","South-Eastern Asia",2.84849798365362,"developing"
"7534","Poland",2000,8.1,73.8,1.34,38486305,171276118424,"Europe","Eastern Europe",12.1926394211605,"developing"
"7535","Portugal",2000,5.5,76.8,1.47,10278542,117299520914,"Europe","Southern Europe",31.2659665591983,"west"
"7536","Puerto Rico",2000,NA,75.6,1.9,3796981,61701800000,"Americas","Caribbean",44.5211675795218,"developing"
"7537","Qatar",2000,10.6,74.7,3.24,593453,17759889598,"Asia","Western Asia",81.9900342155865,"developing"
"7538","Romania",2000,23.2,71.1,1.27,22128139,37052636395,"Europe","Eastern Europe",4.58755579558988,"developing"
"7539","Russia",2000,19.7,65.1,1.2,146400951,259708496267,"Europe","Eastern Europe",4.86014689043177,"developing"
"7540","Rwanda",2000,109.2,49.2,5.9,8021875,1734921293,"Africa","Eastern Africa",0.592530925988975,"developing"
"7541","St. Lucia",2000,15.2,72,2.31,156949,721059216.7,"Americas","Caribbean",12.5869212501365,"developing"
"7542","St. Vincent and the Grenadines",2000,19.2,69.1,2.38,107897,397447006.7,"Americas","Caribbean",10.0919942979612,"developing"
"7543","Samoa",2000,18.5,70.8,4.5,174614,245617503,"Oceania","Polynesia",3.85378415106134,"developing"
"7544","Saudi Arabia",2000,19.4,76.8,3.99,21392273,188441864875,"Asia","Western Asia",24.1339048846897,"developing"
"7545","Senegal",2000,68.5,59.7,5.56,9860578,4691828357,"Africa","Western Africa",1.30360758423628,"developing"
"7546","Serbia",2000,10.9,72.1,1.64,9463306,6082791506,"Europe","Southern Europe",1.76103173755759,"west"
"7547","Seychelles",2000,12.3,70.9,2.15,81154,614879764.8,"Africa","Eastern Africa",20.7580907329579,"developing"
"7548","Sierra Leone",2000,143.3,51.5,5.92,4060709,635876870.1,"Africa","Western Africa",0.42902074766571,"developing"
"7549","Singapore",2000,3.1,78.3,1.6,3918183,95922652586,"Asia","South-Eastern Asia",67.0723618337503,"developing"
"7550","Slovak Republic",2000,10.2,73.3,1.27,5386065,28724041828,"Europe","Eastern Europe",14.6110388582795,"developing"
"7551","Slovenia",2000,4.5,76.1,1.21,1988652,19979467790,"Europe","Southern Europe",27.5253125824972,"west"
"7552","Solomon Islands",2000,27.4,61.7,4.72,412336,435101217.2,"Oceania","Melanesia",2.89098727570493,"developing"
"7553","South Africa",2000,54,56.4,2.87,44896856,132877648091,"Africa","Southern Africa",8.1085488688617,"developing"
"7554","Spain",2000,5.4,79.2,1.22,40749800,580345494748,"Europe","Southern Europe",39.0182935092647,"west"
"7555","Sri Lanka",2000,14,72.4,2.24,18783745,16330810304,"Asia","Southern Asia",2.38195024678818,"developing"
"7556","Sudan",2000,67.8,62.4,5.44,28079664,12366140066,"Africa","Northern Africa",1.20656129636239,"developing"
"7557","Suriname",2000,30.2,69.7,2.74,480751,892164328.2,"Americas","South America",5.08430732475841,"developing"
"7558","Swaziland",2000,84,48.8,4.21,1063715,1524452437,"Africa","Southern Africa",3.92641075774816,"developing"
"7559","Sweden",2000,3.4,79.7,1.56,8872284,247260155858,"Europe","Northern Europe",76.3529531451502,"west"
"7560","Switzerland",2000,4.6,79.8,1.44,7165581,249918732455,"Europe","Western Europe",95.555246119065,"west"
"7561","Syria",2000,19.8,74.4,3.96,16354050,19325894913,"Asia","Western Asia",3.23758685438105,"developing"
"7562","Tajikistan",2000,74.3,65.8,3.95,6186152,860550294.3,"Asia","Central Asia",0.381120935789823,"developing"
"7563","Tanzania",2000,80.3,54.3,5.69,33991590,10185786171,"Africa","Eastern Africa",0.820975526069589,"developing"
"7564","Thailand",2000,19.1,70.7,1.68,62693322,122725247706,"Asia","South-Eastern Asia",5.36314785423086,"developing"
